
=== Extracted from C:\Users\Suad\Documents\Projekte\AI_TendersAnalysis\tender_full_files_for_ai\2024-07 WienIT GmbH - RV IT-Consulting\Anhang+A+-+WSTW+IT+Capability+Map+2024.xlsx - Sheet: Tabelle1 ===
Leistungsbereich | Gruppe | Fähigkeit | Beschreibung
9 
3.8.1.2. ERSTE STUFE (TEILNAHMEANTRAG) 
9 
3.8.1.3. ZWEITE STUFE (ANGEBOTSLEGUNG) 
10 
3.8.2. INDIKATIVER ZEITPLAN 
11 
3.9. 
BEWERBER / BEWERBERGEMEINSCHAFTEN 
11 
4. 
ABSCHLUSS DER RAHMENVEREINBARUNG / LAUFZEIT 
12 


=== Tables from Page 2 ===

[Table 1]
GEGENSTAND DER AUSSCHREIBUNG (LEISTUNGSGEGENSTAND) /
VORAUSSICHTLICHER BEDARF 4

[Table 2]
3.8.1.1. | ALLGEMEINES 9

[Table 3]
3.8.1.2. | ERSTE STUFE (TEILNAHMEANTRAG) 9

[Table 4]
3.8.1.3. | ZWEITE STUFE (ANGEBOTSLEGUNG) 10

[OCR from Image 1]
25 WIEN IT

WIENER STADTWERKE GRUPPE


=== Page 3 ===

[Text]
 
 
Einladung zur Abgabe eines Teilnahmeantrages  
IT CONSULTING 
 
 
 
 
5. 
BESTIMMUNGEN FÜR DIE TEILNAHMEUNTERLAGEN 
12 
5.1. 
VORBEMERKUNG 
12 
5.2. 
ABGABE DES TEILNAHMEANTRAGS 
13 
5.3. 
SPRACHE 
14 
5.4. 
FORM UND INHALT DES TEILNAHMEANTRAGES 
14 
5.5. 
GEHEIMHALTUNG VERTRAULICHER INFORMATIONEN / URHEBERRECHT 
14 
5.6. 
VERGÜTUNG 
15 
5.7. 
VERWENDUNGS- UND VERWERTUNGSRECHTE AN DEN EINGELANGTEN 
TEILNAHMEANTRÄGEN 
15 
5.8. 
VERMEIDUNG VON INTERESSENKONFLIKTEN 
16 
5.9. 
RICHTIGKEIT DER ANGABEN 
16 
5.10. 
ARBEITS- UND SOZIALRECHTLICHE VORSCHRIFTEN 
16 
5.11. 
WIDERRUF 
17 
5.12. 
SCHADENERSATZ 
17 
6. 
ANHÄNGE 
17 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 


=== Tables from Page 3 ===

[Table 1]
VERWENDUNGS- UND VERWERTUNGSRECHTE AN DEN EINGELANGTEN
TEILNAHMEANTRÄGEN 15

[OCR from Image 1]
25 WIEN IT

WIENER STADTWERKE GRUPPE


=== Page 4 ===

[Text]
 
 
Einladung zur Abgabe eines Teilnahmeantrages  
IT CONSULTING 
 
 
 
Version V.1.0 
Seite 4 von 17 
 
1. VORBEMERKUNG 
 
Gleichberechtigung ist uns sehr wichtig, aber auch die Lesbarkeit unserer Ausschreibungsunterlagen. 
Aus Gründen der besseren Lesbarkeit verzichten wir daher bei personenbezogenen Bezeichnungen 
auf die gleichzeitige Verwendung männlicher und weiblicher Sprachformen und verwenden 
durchgehend die männliche Form. Im Sinne des Gleichbehandlungsgesetzes sind diese 
Bezeichnungen nicht geschlechtsspezifisch zu verstehen, sondern schließen alle Geschlechter 
gleichermaßen ein. 
 
2. AUSSCHREIBUNGSZIEL UND LEISTUNGSGEGENSTAND 
 
2.1. ZIEL 
 
Die WIENER STADTWERKE GmbH (nachfolgend kurz „KL“ für Konzernleitung) und Ihre gemäß § 
189a Z 8 UGB verbundenen Unternehmen (nachfolgend kurz „WSTW“ für den gesamten Konzern 
der WIENER STADTWERKE) sind Österreichs größter Infrastrukturkonzern und tragen mit ihren 
Konzernbereichen die Verantwortung für verlässlich funktionierende Lebensadern der Stadt. Etwa 
16.000 Mitarbeiterinnen und Mitarbeiter in den Konzernunternehmen WIEN ENERGIE, WIENER 
NETZE, WIENER LINIEN, WIENER LOKALBAHNEN, WiPARK, FACILITYCOMFORT, WIENER 
STADTWERKE, B&F und WienIT sorgen Tag für Tag dafür, dass Wiens Infrastruktur läuft, sich 
ständig weiterentwickelt und die Wiener Lebensqualität so ausgezeichnet bleibt wie sie ist. 
 
Die WienIT GmbH (nachfolgend kurz „WienIT“ „Auftraggeber“ bzw. „AG“) ist eine 100-prozentige 
Tochtergesellschaft der WIENER STADTWERKE GmbH und führt als IT-Dienstleister der WSTW die 
gegenständliche Ausschreibung für die konzernweite Beschaffung von Beratungsdienstleistungen im 
Bereich IT Consulting. 
 
2.2. GEGENSTAND DER AUSSCHREIBUNG (LEISTUNGSGEGENSTAND) / 
VORAUSSICHTLICHER BEDARF 
 
Ziel dieses zweistufigen Vergabeverfahrens ist die Beschaffung von Beratungsdienstleistungen im 
Bereich IT Consulting in nachstehend genanntem Umfang (1. Stufe: Abgabe eines Teilnahmeantrags, 
2. Stufe: Abgabe eines verbindlichen Angebotes). Näheres zum Leistungsgegenstand und zum 
voraussichtlichen Bedarf ist dem Leistungsverzeichnis (Anhang L1) zu entnehmen. 
 
3. ALLGEMEINES ZUM VERGABEVERFAHREN 
 
3.1. AUFTRAGGEBER 
 
Auftraggeber der im Rahmen dieses Vergabeverfahrens zu vergebenden Rahmenvereinbarung ist: 
WienIT GmbH 
Thomas-Klestil-Platz 13 
A-1030 Wien 
Tel.: +43 (1) 90405-0, in weiterer Folge als „AG“ (Auftraggeber) bezeichnet. 


=== Tables from Page 4 ===

[Table 1]
GEGENSTAND DER AUSSCHREIBUNG (LEISTUNGSGEGENSTAND) /
VORAUSSICHTLICHER BEDARF

[OCR from Image 1]
25 WIEN IT

WIENER STADTWERKE GRUPPE


=== Page 5 ===

[Text]
 
 
Einladung zur Abgabe eines Teilnahmeantrages  
IT CONSULTING 
 
 
 
Version V.1.0 
Seite 5 von 17 
 
3.2. BEZEICHUNG DES VERGABEVERFAHRENS 
 
 
Die Bezeichnung des Vergabeverfahrens lautet: „Ausschreibung einer Rahmenvereinbarung IT 
Consulting“, Kennwort: WienIT 5310000762. 
 
3.3. RECHTLICHE GRUNDLAGEN 
 
Das gegenständliche Vergabeverfahren wird nach Maßgabe der Sektorenbestimmungen des 
Bundesvergabegesetz 2018 (nachfolgend kurz „BVergG“) als Verhandlungsverfahren mit vorheriger 
Bekanntmachung gemäß § 203 Abs 5 BVergG im Oberschwellenbereich durchgeführt. 
 
Es gelangen die Bestimmungen des Wiener Vergaberechtsschutzgesetzes 2020 (WVRG 2020) idgF 
zur Anwendung. Für die Kontrolle dieses Vergabeverfahrens ist das  
 
Landesverwaltungsgericht Wien,  
Muthgasse 62,  
1190 Wien  
 
zuständig. 
 
Die 
Bewerber 
werden 
ersucht, 
den 
AG 
von 
der 
beabsichtigten 
Einleitung 
eines 
Nachprüfungsverfahrens zeitgerecht – zumindest sieben Tage vor beabsichtigter Einbringung des 
Nachprüfungsantrages bei der zuständigen Vergabekontrollbehörde – per E-Mail oder über das 
Vergabeportal zu verständigen. Damit soll es dem AG ermöglicht werden, im Interesse aller anderen 
Bewerber, auf die Bedenken gegen die Ausschreibungsunterlagen rechtzeitig reagieren zu können 
und dadurch Verzögerungen im Vergabeverfahren zu vermeiden. 
 
Wird 
der 
Abschluss 
der 
ausschreibungsgegenständlichen 
Rahmenvereinbarung, 
die 
Zuschlagserteilung oder eine der Zuschlagserteilung zugrunde liegende Entscheidung durch 
gerichtliche 
Entscheidung 
aufgehoben 
und/oder 
dem 
Abschluss 
der 
ausschreibungsgegenständlichen 
Rahmenvereinbarung 
nachträglich 
die 
vergaberechtliche 
Legitimität entzogen, verzichtet der Bewerber auf jeglichen Haftungsanspruch gegenüber dem AG. 
 
Der Teilnahmeantrag ist entsprechend den Anforderungen und Vorgaben der nachfolgend 
aufgezählten Ausschreibungsunterlagen unter Berücksichtigung der Bestimmungen in Anhang E1 - 
Eignungskriterien und gemäß folgenden Bestimmungen zu erstellen, auszufüllen und vorzulegen: 
 
● 
„Allgemeine Eignungsanforderungen der WIENER STADTWERKE bei Vergaben gemäß 
BVergG 2018 idgF“ (WSTW 9310 Teil 1, Ausgabe 12.09.2018, nachfolgend kurz "WSTW 
9310 Teil 1"); gemäß Beilage oder abrufbar unter: 
https://www.wienerstadtwerke.at/o/document/wstw-9310_teil_1-allg-
eignungsanforderungen_der_wstw_12-09-2018  
 


=== Tables from Page 5 ===

[Table 1]
Das gegenständliche Vergabeverfahren wird nach Maßgabe der Sektorenbestimmungen des
Bundesvergabegesetz 2018 (nachfolgend kurz „BVergG“) als Verhandlungsverfahren mit vorheriger
Bekanntmachung gemäß § 203 Abs 5 BVergG im Oberschwellenbereich durchgeführt.

[Table 2]
Es gelangen die Bestimmungen des Wiener Vergaberechtsschutzgesetzes 2020 (WVRG 2020) idgF
zur Anwendung. Für die Kontrolle dieses Vergabeverfahrens ist das

[Table 3]
Landesverwaltungsgericht Wien,
Muthgasse 62,
1190 Wien

[Table 4]
Die Bewerber werden ersucht, den AG von der beabsichtigten Einleitung eines
Nachprüfungsverfahrens zeitgerecht – zumindest sieben Tage vor beabsichtigter Einbringung des
Nachprüfungsantrages bei der zuständigen Vergabekontrollbehörde – per E-Mail oder über das
Vergabeportal zu verständigen. Damit soll es dem AG ermöglicht werden, im Interesse aller anderen
Bewerber, auf die Bedenken gegen die Ausschreibungsunterlagen rechtzeitig reagieren zu können
und dadurch Verzögerungen im Vergabeverfahren zu vermeiden.

[Table 5]
Wird der Abschluss der ausschreibungsgegenständlichen Rahmenvereinbarung, die
Zuschlagserteilung oder eine der Zuschlagserteilung zugrunde liegende Entscheidung durch
gerichtliche Entscheidung aufgehoben und/oder dem Abschluss der
ausschreibungsgegenständlichen Rahmenvereinbarung nachträglich die vergaberechtliche
Legitimität entzogen, verzichtet der Bewerber auf jeglichen Haftungsanspruch gegenüber dem AG.

[Table 6]
Der Teilnahmeantrag ist entsprechend den Anforderungen und Vorgaben der nachfolgend
aufgezählten Ausschreibungsunterlagen unter Berücksichtigung der Bestimmungen in Anhang E1 -
Eignungskriterien und gemäß folgenden Bestimmungen zu erstellen, auszufüllen und vorzulegen

[Table 7]
 | ● | „Allgemeine Eignungsanforderungen der WIENER STADTWERKE bei Vergaben gemäß |  |  |  |  | 
 |  | BVergG 2018 idgF“ (WSTW 9310 Teil 1, Ausgabe 12.09.2018, nachfolgend kurz "WSTW |  |  |  |  | 
 |  | 9310 Teil 1"); gemäß Beilage oder abrufbar unter: |  |  |  |  | 
 |  | https://www.wienerstadtwerke.at/o/document/wstw-9310_teil_1-allg- |  |  |  |  | 
 |  | eignungsanforderungen_der_wstw_12-09-2018 |  |  |  |  | 
 |  |  |  |  |  |  | 

[OCR from Image 1]
25 WIEN IT

WIENER STADTWERKE GRUPPE


=== Page 6 ===

[Text]
 
 
Einladung zur Abgabe eines Teilnahmeantrages  
IT CONSULTING 
 
 
 
Version V.1.0 
Seite 6 von 17 
 
● 
Allgemeine Vertragsbestimmungen der WIENER STADTWERKE für Lieferungen und 
materielle Dienstleistungen“ (WSTW 9313, Ausgabe 01.01.2024; gemäß Beilage oder 
abrufbar unter: 
https://www.wienerstadtwerke.at/o/document/20240101_wstw_9313 
 
3.4. AUSSCHREIBUNGSUNTERLAGEN 
 
Die Ausschreibungsunterlagen bestehen aus folgenden Teilen: 
 
3.4.1. Unterlagen für die erste Stufe (Teilnahmeantrag) 
 
 
Die gegenständliche „Einladung zur Abgabe eines Teilnahmeantrages“ 
 
Anhang A – Capability Map 
 
Anhang E1 - Eignungskriterien 
 
Formblatt E3 – Technische Leistungsfähigkeit 
 
Formblätter E4-E5 Projektreferenzen - Teil 1 (1. Stufe) 
 
Anhang L1 - Leistungsverzeichnis  
 
Anhänge T1-T5 (Teilnahmeantrag T1 und alle zusätzlichen Anhänge T2-T5) 
 
Anhang O - WSTW_Organigramm_Beteiligungen 
 
Anhang P – Preisblatt (Info - nicht befüllbar) 
 
Anhang ZB - Zuschlagskriterien und Bewertungsschema 
 
WSTW 9310, Teil 1, Ausgabe 12.09.2018 
 
WSTW 9313, Ausgabe 01.01.2024  
 
Die oben genannten Unterlagen für die erste Stufe (zusammen "Teilnahmeunterlagen") stehen ab 
Bekanntmachung gemäß § 260 Abs 1 BVergG auf dem Vergabeportal des AG kostenlos zum 
Download zur Verfügung und enthalten sämtliche Informationen und Angaben, die einem 
Unternehmen eine belastbare Entscheidung dahingehend ermöglichen, ob es aus unternehmerischer 
Sicht sinnvoll ist, in den Teilnahmewettbewerb einzutreten, um die Chance zu erhalten, zur Abgabe 
eines Angebots aufgefordert zu werden. 
 


=== Tables from Page 6 ===

[Table 1]
● | Allgemeine Vertragsbestimmungen der WIENER STADTWERKE für Lieferungen und |  |  | 
 | materielle Dienstleistungen“ (WSTW 9313, Ausgabe 01.01.2024; gemäß Beilage oder |  |  | 
 | abrufbar unter: |  |  | 
 | https://www.wienerstadtwerke.at/o/document/20240101_wstw_9313 |  |  | 

[OCR from Image 1]
25 WIEN IT

WIENER STADTWERKE GRUPPE


=== Page 7 ===

[Text]
 
 
Einladung zur Abgabe eines Teilnahmeantrages  
IT CONSULTING 
 
 
 
Version V.1.0 
Seite 7 von 17 
 
3.4.2. Unterlagen für die zweite Stufe (Angebotslegung) 
 
Mit Zulassung zur zweiten Stufe werden jenen Unternehmern, die nach der Eignungsprüfung im 
Verfahren verblieben sind bzw. zur Angebotslegung eingeladen werden, die folgenden Unterlagen 
für die zweite Stufe über das Vergabeportal des AG zur Verfügung gestellt: 
 
 
Einladung zur Angebotslegung  
 
Anhang AVV - Zusatzvereinbarung Auftragsverarbeitung mit einem externen Dienstleister (AVV) 
 
Formblatt E6 –  Angaben Projektreferenzen Teil 2 und CV 
 
Formblätter E7-E9 Projektreferenzen - Teil 2 (2. Stufe) 
 
Anhang G – Geheimhaltungserklärung 
 
Anhang P – Preisblatt (befüllbar) 
 
Anhang R – Rahmenvereinbarung 
 
Formblatt ZB1- Zuschlagskriterium Mitarbeiter 50+ 
 
Allgemeine Angebotsbestimmungen der WIENER STADTWERKE bei Vergaben gemäß BVergG 
2018 
idgF 
(WSTW 
9310, 
Teil 
2, 
Ausgabe 
12.09.2018) 
abrufbar 
unter: 
https://www.wienerstadtwerke.at/o/document/wstw-9310_teil_2-allg-
angebotsbestimmungen_der_wstw_12-09-2018 
 
 
Sämtliche 
der 
angeführten 
Unterlagen 
sind 
integrierende 
Bestandteile 
der 
Ausschreibungsunterlagen. 
 
3.5. KOMMUNIKATION IM VERFAHREN UND ANFRAGEN  
 
Der Bewerber hat seine gesamte Kommunikation (inkl. der Einreichung des Teilnahmeantrages) 
während der Durchführung der ersten Stufe des Vergabeverfahrens (Teilnahmeantragsphase  bzw. 
Bewerbungsphase) betreffend das Vergabeverfahren sowie Fragen zu den Teilnahmeunterlagen und 
den darin beschriebenen Anforderungen ausschließlich über das Beschaffungs- und Vergabeportal 
der WIENER STADTWERKE "https://wstw.vergabeportal.at" (in Folge „WSTW-Vergabeportal“ 
genannt) an WienIT zu richten, sofern in den Unterlagen nicht ausdrücklich für bestimmte Situationen 
eine andere Kommunikationsform vorgesehen ist.  
 
Aus Gründen der Gleichbehandlung und Dokumentation können auf anderem Weg übermittelte 
Nachrichten oder Dokumente nicht berücksichtigt werden. 
 
Anfragen zu den Teilnahmeunterlagen sind elektronisch über das WSTW-Vergabeportal zu stellen 
und mit den Worten  
 
„Ausschreibung einer Rahmenvereinbarung IT Consulting“, 
Kennwort: WienIT 5310000762 
 
zu kennzeichnen. Sie müssen bis spätestens 19.08.2024, um 12:00 Uhr eingelangt sein. 


[OCR from Image 1]
25 WIEN IT

WIENER STADTWERKE GRUPPE


=== Page 8 ===

[Text]
 
 
Einladung zur Abgabe eines Teilnahmeantrages  
IT CONSULTING 
 
 
 
Version V.1.0 
Seite 8 von 17 
 
 
Da Anfragen und deren Antworten im Sinne der Gleichbehandlung aller Bewerber an alle Teilnehmer 
des Vergabeverfahrens versandt werden, ist der Text der Anfragen so zu formulieren, dass er keine 
Auf- oder Rückschlüsse über den Fragesteller zulässt. Der Verfahrensteilnehmer hat darauf zu 
achten, dass er seine Identität gegenüber dem AG nicht offenlegt. Fragen, die entgegen der 
vorgenannten Festlegung nicht über das WSTW-Vergabeportal gestellt werden oder in der Art gestellt 
werden, dass ein Rückschluss auf die Identität des Fragestellers möglich ist, gelten – um die 
Gleichbehandlung aller Bewerber sicherzustellen – als nicht gestellt. Bis zum Eintreffen am WSTW-
Vergabeportal reist die Fragestellung bzw. Nachricht des Verfahrensteilnehmers ausschließlich auf 
dessen Gefahr, für Verzögerungen der Übermittlung übernimmt der AG keine Haftung.  
 
Ordnungsgemäß gestellte Fragen werden – soweit dies für die Erstellung von Teilnahmeunterlagen 
allgemein relevant ist – spätestens sechs Tage vor Ablauf der Teilnahmefrist in elektronischer Form 
über das WSTW-Vergabeportal beantwortet. Die Antworten werden in anonymisierter Form an alle 
Verfahrensteilnehmer, die am WSTW-Vergabeportal für das gegenständliche Vergabeverfahren 
registriert sind und die Teilnahmeunterlagen für das gegenständliche Vergabeverfahren 
heruntergeladen haben, vollelektronisch über das Vergabeportal der AG übermittelt.  
 
Dem Verfahrensteilnehmer ist es untersagt, im laufenden Verfahren Anliegen und Fragen zum 
Verfahren oder dem Ausschreibungsgegenstand an bestimmte Kontakte bzw. Personen im 
Unternehmen des AG, insbesondere an die Geschäftsführung des AG, zu richten. Alle Fragen sind 
ausschließlich anonymisiert über das WSTW-Vergabeportal wie oben beschrieben zu stellen. 
Bewerber, die versuchen, wettbewerbswidrig Einfluss auf das Ergebnis des Beschaffungsverfahrens 
zu nehmen, werden ausgeschieden. 
 
Die Beantwortung der Anfragen wird in einem Fragen- und Antwortkatalog zusammengefasst und auf 
dem WSTW-Vergabeportal veröffentlicht. Die registrierten Verfahrensteilnehmer werden über dessen 
Verfügbarkeit per E-Mail verständigt. 
 
3.6. PRÜF- UND WARNPFLICHT DES BEWERBERS  
 
Der Bewerber hat die Ausschreibungsunterlagen insbesondere auf Vollständigkeit und 
Rechtmäßigkeit zu prüfen. 
 
Mit der Abgabe des Teilnahmeantrages bestätigt der Bewerber, dass die Ausschreibungsunterlagen 
einer vollständigen Prüfung unterzogen worden sind, insbesondere dass die vorliegenden 
Teilnahmebestimmungen den gesetzlichen Vorgaben (insbesondere dem BVergG) entsprechen und 
keine Fehler/Unklarheiten enthalten, dass die Ausschreibungsunterlagen für die Abgabe eines 
Teilnahmeantrages ausreichend sind und der Bewerber in der Lage ist, die Entscheidung zur Abgabe 
eines Teilnahmeantrages zu treffen. 
 
Mit Abgabe seines Teilnahmeantrages verpflichtet sich der Bewerber,  
 
 
dem AG auf Aufforderung alle für die Beurteilung seiner Bewerbung notwendigen 
zusätzlichen Auskünfte unverzüglich zu erteilen und 


[OCR from Image 1]
25 WIEN IT

WIENER STADTWERKE GRUPPE


=== Page 9 ===

[Text]
 
 
Einladung zur Abgabe eines Teilnahmeantrages  
IT CONSULTING 
 
 
 
Version V.1.0 
Seite 9 von 17 
 
 
alle im Zuge dieses Vergabeverfahrens bekannt gewordenen Informationen und Unterlagen 
vertraulich zu behandeln und diese vertrauliche Behandlung durch seine Mitarbeiter sowie 
allfällig hinzugezogene Dritte sicherzustellen. 
 
Sollten sich bei der Prüfung der Teilnahmeunterlagen Widersprüche, sonstige Unklarheiten oder vom 
Bewerber vermutete Verstöße gegen das BVergG ergeben, so hat der Bewerber innerhalb der 
Teilnahmefrist den AG umgehend darauf hinzuweisen (Warnpflicht), um eine Klärung im Rahmen der 
Rückfragen zu ermöglichen. 
 
Nach Abschluss der ausschreibungsgegenständlichen Rahmenvereinbarung gilt die für den AG 
günstigste Auslegung. 
 
3.7. BERICHTIGUNGEN 
 
Der AG behält sich vor, sofern dies erforderlich erscheint, innerhalb der Teilnahmefrist Berichtigungen 
und Ergänzungen der Teilnahme- und Ausschreibungsunterlagen vorzunehmen. Dabei dürfen die 
Bedingungen der Ausschreibungsunterlagen insoweit geändert werden, als dies zur Erreichung der 
Ziele des Beschaffungsvorhabens notwendig oder zweckdienlich ist. 
 
In diesem Fall erfolgt eine automatische E-Mailbenachrichtigung der Ergänzungen/Berichtigungen 
über das WSTW-Vergabeportal an alle Verfahrensbeteiligten, die am WSTW-Vergabeportal zu dem 
gegenständlichen Vergabeverfahren registriert sind und die Ausschreibungsunterlagen für das 
gegenständliche Vergabeverfahren heruntergeladen haben. Die Bewerber sind verpflichtet, ihrem 
